1,80,-10
2,80,-10
3,80,-10
4,80,-10
5,80,-10
6,80,-10
7,80,-10
8,80,-10
9,80,-10
10,80,-10
11,80,-10
12,80,-10
13,80,-10
14,80,-10
15,80,-10
16,80,-10
17,80,-10
18,80,-10
19,80,-10
20,80,-10
21,80,-10
22,80,-10
23,80,-10
24,80,-10
25,80,-10
26,80,-10
27,80,-10
28,80,-10
29,80,-10
30,80,-10
31,80,-10
32,80,-10
33,80,-10
34,80,-10
35,80,-10
36,80,-10
37,80,-10
38,80,-10
39,80,-10
40,80,-10
41,80,-10
42,80,-10
43,80,-10
44,80,-10
45,80,-10
46,80,-10
47,80,-10
48,80,-10
49,80,-10
50,80,-10
51,80,-10
52,80,-10
53,80,-10
54,80,-10
55,80,-10
56,80,-10
57,80,-10
58,80,-10
59,80,-10
60,80,-10
61,80,-10
62,80,-10
63,80,-10
64,80,-10
65,80,-10
66,80,-10
67,80,-10
68,80,-10
69,80,-10
70,80,-10
71,80,-10
72,80,-10
73,80,-10
74,80,-10
75,80,-10
76,80,-10
77,80,-10
78,80,-10
79,80,-10
80,80,-10
81,80,-10
82,80,-10
83,80,-10
84,80,-10
85,80,-10
86,80,-10
87,80,-10
88,80,-10
89,80,-10
90,80,-10
91,80,-10
92,80,-10
93,80,-10
94,80,-10
95,80,-10
96,80,-10
97,80,-10
98,80,-10
99,80,-10
100,80,-10
101,80,-10
102,80,-10
103,80,-10
104,80,-10
105,80,-10
106,80,-10
107,80,-10
108,80,-10
109,80,-10
110,80,-10
111,80,-10
112,80,-10
113,80,-10
114,80,-10
115,80,-10
116,80,-10
117,80,-10
118,80,-10
119,80,-10
120,80,-10
121,80,-10
122,80,-10
123,80,-10
124,80,-10
125,80,-10
126,80,-10
127,80,-10
128,80,-10
129,80,-10
130,80,-10
131,80,-10
132,80,-10
133,80,-10
134,80,-10
135,80,-10
136,80,-10
137,80,-10
138,80,-10
139,80,-10
140,80,-10
141,80,-10
142,80,-10
143,80,-10
144,80,-10
145,80,-10
146,80,-10
147,80,-10
148,80,-10
149,80,-10
150,80,-10
151,80,-10
152,80,-10
153,80,-10
154,80,-10
155,80,-10
156,80,-10
157,80,-10
158,80,-10
159,80,-10
160,80,-10
161,80,-10
162,80,-10
163,80,-10
164,80,-10
165,80,-10
166,80,-10
167,80,-10
168,80,-10
169,80,-10
170,80,-10
171,80,-10
172,80,-10
173,80,-10
174,80,-10
175,80,-10
176,80,-10
177,80,-10
178,80,-10
179,80,-10
180,80,-10
181,80,-10
182,80,-10
183,80,-10
184,80,-10
185,80,-10
186,80,-10
187,80,-10
188,80,-10
189,80,-10
190,80,-10
191,80,-10
192,80,-10
193,80,-10
194,80,-10
195,80,-10
196,80,-10
197,80,-10
198,80,-10
199,80,-10
200,80,-10
201,80,-10
202,80,-10
203,80,-10
204,80,-10
205,80,-10
206,80,-10
207,80,-10
208,80,-10
209,80,-10
210,80,-10
211,80,-10
212,80,-10
213,80,-10
214,80,-10
215,80,-10
216,80,-10
217,80,-10
218,80,-10
219,80,-10
220,80,-10
221,80,-10
222,80,-10
223,80,-10
224,80,-10
225,80,-10
226,80,-10
227,80,-10
228,80,-10
229,80,-10
230,80,-10
231,80,-10
232,80,-10
233,80,-10
234,80,-10
235,80,-10
236,80,-10
237,80,-10
238,80,-10
239,80,-10
240,80,-10
241,80,-10
242,80,-10
243,80,-10
244,80,-10
245,80,-10
246,80,-10
247,80,-10
248,80,-10
249,80,-10
250,80,-10
251,80,-10
252,80,-10
253,80,-10
254,80,-10
